CEP,CEP_Formatado,UF,Cidade_Referencia,Regiao
72015-575,72015575,BA,Feira de Santana,Nordeste
66050-380,66050380,BA,Salvador,Nordeste
81520-220,81520220,BA,Salvador,Nordeste
53439-000,53439000,BA,Salvador,Nordeste
71745-604,71745604,BA,Salvador,Nordeste
28635-420,28635420,BA,Salvador,Nordeste
30575-400,30575400,BA,Salvador,Nordeste
78050-253,78050253,BA,Salvador,Nordeste
73802-005,73802005,BA,Feira de Santana,Nordeste
05350-000,5350000,BA,Salvador,Nordeste
11717-114,11717114,BA,Salvador,Nordeste
76974-000,76974000,BA,Salvador,Nordeste
85478-000,85478000,BA,Salvador,Nordeste
09760-300,9760300,BA,Salvador,Nordeste
85851-150,85851150,BA,Salvador,Nordeste
06706-095,6706095,BA,Feira de Santana,Nordeste
25520-672,25520672,BA,Feira de Santana,Nordeste
37701-022,37701022,BA,Salvador,Nordeste
29101-609,29101609,BA,Salvador,Nordeste
88058-450,88058450,BA,Feira de Santana,Nordeste
78048-095,78048095,BA,Salvador,Nordeste
13310-200,13310200,BA,Salvador,Nordeste
05641-070,5641070,BA,Salvador,Nordeste
66085-009,66085009,BA,Salvador,Nordeste
16202-329,16202329,BA,Salvador,Nordeste
58080-410,58080410,BA,Salvador,Nordeste
17013-670,17013670,BA,Salvador,Nordeste
12050-470,12050470,BA,Salvador,Nordeste
29213-280,29213280,BA,Salvador,Nordeste
86015-110,86015110,BA,Salvador,Nordeste
50721-775,50721775,BA,Salvador,Nordeste
45750-000,45750000,BA,Feira de Santana,Nordeste
69067-570,69067570,BA,Salvador,Nordeste
02752-050,2752050,BA,Salvador,Nordeste
80410-000,80410000,BA,Salvador,Nordeste
20240-180,20240180,BA,Salvador,Nordeste
05340-020,5340020,BA,Salvador,Nordeste
46430-000,46430000,BA,Salvador,Nordeste
13306-705,13306705,BA,Feira de Santana,Nordeste
15200-000,15200000,BA,Salvador,Nordeste
14200-000,14200000,BA,Salvador,Nordeste
22250-020,22250020,BA,Salvador,Nordeste
33600-000,33600000,BA,Salvador,Nordeste
03080-050,3080050,BA,Salvador,Nordeste
44190-000,44190000,BA,Salvador,Nordeste
13082-692,13082692,BA,Salvador,Nordeste
72210-066,72210066,BA,Salvador,Nordeste
13100-420,13100420,BA,Salvador,Nordeste
14063-370,14063370,BA,Salvador,Nordeste
09291-250,9291250,BA,Feira de Santana,Nordeste
13450-636,13450636,BA,Salvador,Nordeste
72501-401,72501401,BA,Salvador,Nordeste
06763-180,6763180,BA,Salvador,Nordeste
91760-022,91760022,BA,Salvador,Nordeste
18117-130,18117130,BA,Salvador,Nordeste
31140-440,31140440,BA,Feira de Santana,Nordeste
38400-344,38400344,BA,Feira de Santana,Nordeste
06835-394,6835394,BA,Salvador,Nordeste
13246-160,13246160,BA,Salvador,Nordeste
13876-440,13876440,BA,Salvador,Nordeste
66635-902,66635902,BA,Salvador,Nordeste
68138-000,68138000,BA,Salvador,Nordeste
42801-867,42801867,BA,Salvador,Nordeste
92480-000,92480000,BA,Salvador,Nordeste
99400-000,99400000,BA,Salvador,Nordeste
60410-680,60410680,BA,Feira de Santana,Nordeste
14600-000,14600000,BA,Salvador,Nordeste
68515-000,68515000,BA,Feira de Santana,Nordeste
11346-190,11346190,BA,Feira de Santana,Nordeste
04302-051,4302051,BA,Feira de Santana,Nordeste
09040-040,9040040,BA,Salvador,Nordeste
66635-110,66635110,BA,Salvador,Nordeste
05853-280,5853280,BA,Salvador,Nordeste
13186-004,13186004,BA,Salvador,Nordeste
60871-640,60871640,BA,Salvador,Nordeste
85770-000,85770000,BA,Salvador,Nordeste
08773-200,8773200,BA,Salvador,Nordeste
13505-450,13505450,BA,Salvador,Nordeste
85868-035,85868035,BA,Salvador,Nordeste
80520-176,80520176,BA,Salvador,Nordeste
12703-350,12703350,BA,Feira de Santana,Nordeste
37273-000,37273000,BA,Salvador,Nordeste
31746-135,31746135,BA,Feira de Santana,Nordeste
07160-445,7160445,BA,Salvador,Nordeste
09820-000,9820000,BA,Salvador,Nordeste
09407-020,9407020,BA,Salvador,Nordeste
22011-001,22011001,BA,Salvador,Nordeste
85980-000,85980000,BA,Salvador,Nordeste
30220-290,30220290,BA,Feira de Santana,Nordeste
49820-000,49820000,BA,Salvador,Nordeste
86803-360,86803360,BA,Salvador,Nordeste
11543-310,11543310,BA,Salvador,Nordeste
02945-110,2945110,BA,Salvador,Nordeste
13178-374,13178374,BA,Salvador,Nordeste
13209-355,13209355,BA,Salvador,Nordeste
13469-400,13469400,BA,Salvador,Nordeste
08111-150,8111150,BA,Salvador,Nordeste
29162-000,29162000,BA,Salvador,Nordeste
91920-520,91920520,BA,Salvador,Nordeste
22020-001,22020001,BA,Feira de Santana,Nordeste
76812-708,76812708,BA,Salvador,Nordeste
26545-080,26545080,BA,Salvador,Nordeste
66623-230,66623230,BA,Feira de Santana,Nordeste
83414-520,83414520,BA,Salvador,Nordeste
89082-115,89082115,BA,Salvador,Nordeste
33900-720,33900720,BA,Salvador,Nordeste
11432-070,11432070,BA,Salvador,Nordeste
29166-350,29166350,BA,Salvador,Nordeste
06036-048,6036048,BA,Salvador,Nordeste
32606-070,32606070,BA,Salvador,Nordeste
15060-000,15060000,BA,Salvador,Nordeste
66085-823,66085823,BA,Salvador,Nordeste
93700-000,93700000,BA,Salvador,Nordeste
87430-000,87430000,BA,Salvador,Nordeste
25645-090,25645090,BA,Salvador,Nordeste
86050-070,86050070,BA,Salvador,Nordeste
09380-428,9380428,BA,Salvador,Nordeste
66633-100,66633100,BA,Salvador,Nordeste
13340-480,13340480,BA,Salvador,Nordeste
74840-570,74840570,BA,Salvador,Nordeste
13283-002,13283002,BA,Salvador,Nordeste
13571-260,13571260,BA,Salvador,Nordeste
22790-880,22790880,BA,Salvador,Nordeste
11950-000,11950000,BA,Salvador,Nordeste
13960-000,13960000,BA,Feira de Santana,Nordeste
18170-000,18170000,BA,Salvador,Nordeste
05018-011,5018011,BA,Feira de Santana,Nordeste
71687-394,71687394,BA,Feira de Santana,Nordeste
13040-200,13040200,BA,Salvador,Nordeste
05092-040,5092040,BA,Feira de Santana,Nordeste
17230-057,17230057,BA,Salvador,Nordeste
55700-000,55700000,BA,Salvador,Nordeste
04902-150,4902150,BA,Salvador,Nordeste
22790-671,22790671,BA,Salvador,Nordeste
21044-120,21044120,BA,Feira de Santana,Nordeste
17017-332,17017332,BA,Salvador,Nordeste
66120-000,66120000,BA,Salvador,Nordeste
05782-351,5782351,BA,Salvador,Nordeste
66093-345,66093345,BA,Salvador,Nordeste
22793-380,22793380,BA,Salvador,Nordeste
24756-150,24756150,BA,Salvador,Nordeste
78530-000,78530000,BA,Salvador,Nordeste
03507-010,3507010,BA,Feira de Santana,Nordeste
09220-570,9220570,BA,Salvador,Nordeste
18061-230,18061230,BA,Salvador,Nordeste
08780-410,8780410,BA,Salvador,Nordeste
01238-000,1238000,BA,Salvador,Nordeste
68905-560,68905560,BA,Salvador,Nordeste
05782-450,5782450,BA,Salvador,Nordeste
08180-570,8180570,BA,Salvador,Nordeste
29173-081,29173081,BA,Salvador,Nordeste
13056-233,13056233,BA,Salvador,Nordeste
82220-070,82220070,BA,Salvador,Nordeste
01522-000,1522000,BA,Salvador,Nordeste
08050-770,8050770,BA,Salvador,Nordeste
81570-470,81570470,BA,Salvador,Nordeste
96015-160,96015160,BA,Salvador,Nordeste
63501-040,63501040,BA,Salvador,Nordeste
88802-200,88802200,BA,Salvador,Nordeste
07500-000,7500000,BA,Salvador,Nordeste
85875-000,85875000,BA,Salvador,Nordeste
14784-255,14784255,BA,Salvador,Nordeste
79740-000,79740000,BA,Salvador,Nordeste
84025-510,84025510,BA,Salvador,Nordeste
55636-000,55636000,BA,Salvador,Nordeste
13140-590,13140590,BA,Salvador,Nordeste
13331-639,13331639,BA,Salvador,Nordeste
75113-470,75113470,BA,Salvador,Nordeste
03987-010,3987010,BA,Salvador,Nordeste
89270-000,89270000,BA,Feira de Santana,Nordeste
70655-656,70655656,BA,Salvador,Nordeste
90040-191,90040191,BA,Salvador,Nordeste
13484-576,13484576,BA,Salvador,Nordeste
11451-020,11451020,BA,Salvador,Nordeste
13035-350,13035350,BA,Salvador,Nordeste
04862-020,4862020,BA,Salvador,Nordeste
96225-000,96225000,BA,Salvador,Nordeste
68627-501,68627501,BA,Feira de Santana,Nordeste
89265-700,89265700,BA,Salvador,Nordeste
88115-490,88115490,CE,Fortaleza,Nordeste
02617-000,2617000,CE,Fortaleza,Nordeste
31140-560,31140560,CE,Fortaleza,Nordeste
08535-312,8535312,CE,Sobral,Nordeste
04777-001,4777001,CE,Fortaleza,Nordeste
12240-540,12240540,CE,Sobral,Nordeste
17519-460,17519460,CE,Fortaleza,Nordeste
78366-024,78366024,CE,Fortaleza,Nordeste
13251-714,13251714,CE,Fortaleza,Nordeste
35500-192,35500192,CE,Fortaleza,Nordeste
78076-001,78076001,CE,Fortaleza,Nordeste
57831-804,5783180,CE,Fortaleza,Nordeste
13219-204,13219204,CE,Sobral,Nordeste
95675-380,95675380,CE,Sobral,Nordeste
74780-270,74780270,CE,Fortaleza,Nordeste
95150-000,95150000,CE,Fortaleza,Nordeste
61900-110,61900110,CE,Fortaleza,Nordeste
04372-100,4372100,CE,Fortaleza,Nordeste
35960-000,35960000,CE,Sobral,Nordeste
31210-380,31210380,CE,Fortaleza,Nordeste
35900-442,35900442,CE,Fortaleza,Nordeste
85811-350,85811350,CE,Fortaleza,Nordeste
13214-699,13214699,CE,Fortaleza,Nordeste
06415-130,6415130,CE,Fortaleza,Nordeste
11441-200,11441200,CE,Fortaleza,Nordeste
39402-210,39402210,CE,Fortaleza,Nordeste
18540-660,18540660,CE,Sobral,Nordeste
31810-170,31810170,CE,Sobral,Nordeste
04689-160,4689160,CE,Fortaleza,Nordeste
70675-528,70675528,CE,Sobral,Nordeste
75650-000,75650000,CE,Fortaleza,Nordeste
32315-040,32315040,CE,Fortaleza,Nordeste
85864-390,85864390,CE,Sobral,Nordeste
25550-350,25550350,CE,Sobral,Nordeste
72805-220,72805220,CE,Fortaleza,Nordeste
86605-776,86605776,CE,Fortaleza,Nordeste
08375-000,8375000,CE,Fortaleza,Nordeste
78715-192,78715192,CE,Fortaleza,Nordeste
07920-030,7920030,CE,Sobral,Nordeste
29045-170,29045170,CE,Fortaleza,Nordeste
95300-000,95300000,CE,Sobral,Nordeste
29214-410,29214410,CE,Fortaleza,Nordeste
72001-731,72001731,CE,Fortaleza,Nordeste
05890-300,5890300,CE,Sobral,Nordeste
03667-030,3667030,CE,Fortaleza,Nordeste
13469-577,13469577,CE,Fortaleza,Nordeste
68790-000,68790000,CE,Fortaleza,Nordeste
13349-132,13349132,CE,Fortaleza,Nordeste
21655-160,21655160,CE,Fortaleza,Nordeste
66033-012,66033012,CE,Fortaleza,Nordeste
85814-630,85814630,CE,Fortaleza,Nordeste
09520-660,9520660,CE,Fortaleza,Nordeste
35500-067,35500067,CE,Fortaleza,Nordeste
06700-175,6700175,CE,Fortaleza,Nordeste
13252-657,13252657,CE,Fortaleza,Nordeste
04728-010,4728010,CE,Fortaleza,Nordeste
02877-165,2877165,CE,Fortaleza,Nordeste
85813-150,85813150,CE,Fortaleza,Nordeste
30720-200,30720200,CE,Sobral,Nordeste
89223-385,89223385,CE,Fortaleza,Nordeste
66635-110,66635110,CE,Fortaleza,Nordeste
90110-150,90110150,CE,Sobral,Nordeste
09070-200,9070200,CE,Sobral,Nordeste
04142-081,4142081,CE,Sobral,Nordeste
14031-180,14031180,CE,Fortaleza,Nordeste
29140-760,29140760,CE,Fortaleza,Nordeste
90230-110,90230110,CE,Fortaleza,Nordeste
29102-036,29102036,CE,Fortaleza,Nordeste
42829-850,42829850,CE,Fortaleza,Nordeste
05050-110,5050110,CE,Fortaleza,Nordeste
09971-270,9971270,CE,Fortaleza,Nordeste
82310-400,82310400,CE,Fortaleza,Nordeste
18051-180,18051180,CE,Fortaleza,Nordeste
08080-030,8080030,CE,Fortaleza,Nordeste
69980-000,69980000,CE,Fortaleza,Nordeste
93332-070,93332070,CE,Sobral,Nordeste
72310-105,72310105,CE,Fortaleza,Nordeste
09960-408,9960408,CE,Fortaleza,Nordeste
06266-413,6266413,CE,Sobral,Nordeste
14305-006,14305006,CE,Fortaleza,Nordeste
85807-845,85807845,CE,Fortaleza,Nordeste
29168-725,29168725,CE,Sobral,Nordeste
12912-750,12912750,CE,Fortaleza,Nordeste
12960-000,12960000,CE,Fortaleza,Nordeste
06622-590,6622590,CE,Fortaleza,Nordeste
29345-000,29345000,CE,Sobral,Nordeste
09120-270,9120270,CE,Fortaleza,Nordeste
26022-137,26022137,CE,Fortaleza,Nordeste
09060-090,9060090,CE,Fortaleza,Nordeste
04776-100,4776100,CE,Sobral,Nordeste
11701-380,11701380,CE,Fortaleza,Nordeste
69076-821,69076821,CE,Fortaleza,Nordeste
07994-080,7994080,CE,Fortaleza,Nordeste
75641-024,75641024,CE,Sobral,Nordeste
34580-390,34580390,CE,Sobral,Nordeste
21940-160,21940160,CE,Sobral,Nordeste
04303-170,4303170,CE,Fortaleza,Nordeste
07243-502,7243502,CE,Fortaleza,Nordeste
13486-318,13486318,CE,Sobral,Nordeste
04439-030,4439030,CE,Sobral,Nordeste
44004-424,44004424,CE,Sobral,Nordeste
11256-170,11256170,CE,Fortaleza,Nordeste
38411-178,38411178,CE,Fortaleza,Nordeste
57035-240,57035240,CE,Fortaleza,Nordeste
59123-700,59123700,CE,Fortaleza,Nordeste
04689-050,4689050,CE,Fortaleza,Nordeste
06045-360,6045360,CE,Sobral,Nordeste
83830-333,83830333,CE,Fortaleza,Nordeste
18052-778,18052778,CE,Sobral,Nordeste
30350-560,30350560,CE,Fortaleza,Nordeste
14940-181,14940181,CE,Fortaleza,Nordeste
08235-810,8235810,CE,Fortaleza,Nordeste
08673-115,8673115,CE,Fortaleza,Nordeste
04568-010,4568010,CE,Fortaleza,Nordeste
09320-305,9320305,CE,Fortaleza,Nordeste
60420-720,60420720,CE,Fortaleza,Nordeste
71908-360,71908360,CE,Sobral,Nordeste
06602-210,6602210,CE,Fortaleza,Nordeste
81305-160,81305160,CE,Sobral,Nordeste
06411-310,6411310,CE,Fortaleza,Nordeste
12213-790,12213790,CE,Fortaleza,Nordeste
02168-120,2168120,CE,Fortaleza,Nordeste
68660-000,68660000,CE,Fortaleza,Nordeste
96225-000,96225000,CE,Fortaleza,Nordeste
88813-095,88813095,CE,Fortaleza,Nordeste
38081-793,38081793,CE,Sobral,Nordeste
02975-090,2975090,CE,Fortaleza,Nordeste
29129-307,29129307,CE,Fortaleza,Nordeste
35900-491,35900491,CE,Fortaleza,Nordeste
05844-000,5844000,CE,Fortaleza,Nordeste
38410-578,38410578,CE,Fortaleza,Nordeste
02217-000,2217000,CE,Fortaleza,Nordeste
59609-009,59609009,CE,Sobral,Nordeste
98940-000,98940000,CE,Fortaleza,Nordeste
32673-610,32673610,CE,Sobral,Nordeste
29060-030,29060030,CE,Fortaleza,Nordeste
70342-110,70342110,CE,Sobral,Nordeste
14340-000,14340000,CE,Fortaleza,Nordeste
78050-000,78050000,CE,Fortaleza,Nordeste
78040-365,78040365,CE,Fortaleza,Nordeste
31560-410,31560410,CE,Fortaleza,Nordeste
18300-310,18300310,CE,Fortaleza,Nordeste
05036-180,5036180,CE,Sobral,Nordeste
06767-010,6767010,CE,Fortaleza,Nordeste
09170-296,9170296,CE,Fortaleza,Nordeste
13382-026,13382026,CE,Fortaleza,Nordeste
13610-885,13610885,CE,Sobral,Nordeste
38300-238,38300238,CE,Fortaleza,Nordeste
29260-000,29260000,CE,Sobral,Nordeste
09861-070,9861070,CE,Fortaleza,Nordeste
29020-480,29020480,CE,Fortaleza,Nordeste
88375-000,88375000,CE,Sobral,Nordeste
23937-160,23937160,CE,Fortaleza,Nordeste
83704-530,83704530,CE,Fortaleza,Nordeste
41770-095,41770095,CE,Fortaleza,Nordeste
78530-000,78530000,CE,Fortaleza,Nordeste
13331-184,13331184,CE,Fortaleza,Nordeste
14096-400,14096400,CE,Fortaleza,Nordeste
08576-310,8576310,CE,Fortaleza,Nordeste
67213-465,67213465,CE,Fortaleza,Nordeste
04856-260,4856260,CE,Fortaleza,Nordeste
03208-010,3208010,CE,Fortaleza,Nordeste
13184-320,13184320,CE,Fortaleza,Nordeste
13563-382,13563382,CE,Fortaleza,Nordeste
06463-250,6463250,CE,Fortaleza,Nordeste
83505-134,83505134,CE,Fortaleza,Nordeste
02309-030,2309030,CE,Fortaleza,Nordeste
04811-190,4811190,CE,Fortaleza,Nordeste
13930-000,13930000,CE,Fortaleza,Nordeste
11260-576,11260576,CE,Fortaleza,Nordeste
38770-000,38770000,CE,Fortaleza,Nordeste
50750-320,50750320,CE,Fortaleza,Nordeste
14600-000,14600000,CE,Fortaleza,Nordeste
29101-558,29101558,CE,Fortaleza,Nordeste
66063-018,66063018,CE,Sobral,Nordeste
07909-065,7909065,CE,Sobral,Nordeste
07085-020,7085020,CE,Fortaleza,Nordeste
04444-000,4444000,CE,Fortaleza,Nordeste
80220-080,80220080,CE,Fortaleza,Nordeste
69919-406,69919406,CE,Fortaleza,Nordeste
04433-250,4433250,CE,Fortaleza,Nordeste
36904-201,36904201,CE,Fortaleza,Nordeste
04661-100,4661100,CE,Fortaleza,Nordeste
13252-175,13252175,CE,Fortaleza,Nordeste
13339-245,13339245,CE,Fortaleza,Nordeste
14810-598,14810598,CE,Fortaleza,Nordeste
74180-050,74180050,CE,Fortaleza,Nordeste
08490-800,8490800,CE,Sobral,Nordeste
51021-110,51021110,CE,Fortaleza,Nordeste
72006-280,72006280,CE,Sobral,Nordeste
13054-663,13054663,CE,Fortaleza,Nordeste
07044-010,7044010,CE,Fortaleza,Nordeste
66635-110,66635110,CE,Fortaleza,Nordeste
80220-050,80220050,CE,Fortaleza,Nordeste
12226-351,12226351,CE,Sobral,Nordeste
13098-393,13098393,CE,Sobral,Nordeste
70680-200,70680200,CE,Sobral,Nordeste
13807-895,13807895,CE,Sobral,Nordeste
36414-412,36414412,CE,Fortaleza,Nordeste
03616-100,3616100,CE,Fortaleza,Nordeste
07435-585,7435585,CE,Sobral,Nordeste
96213-320,96213320,CE,Sobral,Nordeste
66640-210,66640210,CE,Fortaleza,Nordeste
36401-379,36401379,CE,Sobral,Nordeste
35902-086,35902086,CE,Fortaleza,Nordeste
12970-000,12970000,CE,Fortaleza,Nordeste
22790-704,22790704,CE,Fortaleza,Nordeste
04416-250,4416250,CE,Fortaleza,Nordeste
90670-030,90670030,CE,Fortaleza,Nordeste
05311-030,5311030,CE,Fortaleza,Nordeste
73368-800,73368800,CE,Fortaleza,Nordeste
35700-318,35700318,CE,Fortaleza,Nordeste
72810-170,72810170,CE,Fortaleza,Nordeste
13023-010,13023010,CE,Fortaleza,Nordeste
53570-255,53570255,CE,Fortaleza,Nordeste
02612-050,2612050,CE,Fortaleza,Nordeste
75526-090,75526090,CE,Fortaleza,Nordeste
12906-320,12906320,CE,Fortaleza,Nordeste
41810-001,41810001,CE,Fortaleza,Nordeste
04381-001,4381001,CE,Fortaleza,Nordeste
11702-020,11702020,CE,Fortaleza,Nordeste
02035-011,2035011,CE,Fortaleza,Nordeste
14842-036,14842036,CE,Fortaleza,Nordeste
06419-140,6419140,CE,Fortaleza,Nordeste
20231-050,20231050,CE,Fortaleza,Nordeste
14780-110,14780110,CE,Sobral,Nordeste
40125-180,40125180,CE,Fortaleza,Nordeste
08161-500,8161500,CE,Fortaleza,Nordeste
83606-210,83606210,CE,Fortaleza,Nordeste
06264-000,6264000,CE,Fortaleza,Nordeste
22630-011,22630011,CE,Fortaleza,Nordeste
55750-000,55750000,CE,Fortaleza,Nordeste
68743-000,68743000,CE,Fortaleza,Nordeste
68330-000,68330000,CE,Sobral,Nordeste
03059-001,3059001,CE,Fortaleza,Nordeste
06045-420,6045420,CE,Sobral,Nordeste
14784-348,14784348,CE,Fortaleza,Nordeste
70683-260,70683260,CE,Fortaleza,Nordeste
62280-000,62280000,CE,Fortaleza,Nordeste
04080-000,4080000,CE,Fortaleza,Nordeste
72300-653,72300653,CE,Fortaleza,Nordeste
85805-620,85805620,CE,Fortaleza,Nordeste
60834-357,60834357,CE,Fortaleza,Nordeste
32180-710,32180710,CE,Fortaleza,Nordeste
04194-260,4194260,CE,Fortaleza,Nordeste
18185-000,18185000,CE,Fortaleza,Nordeste
77720-000,77720000,CE,Fortaleza,Nordeste
21320-210,21320210,CE,Fortaleza,Nordeste
06329-130,6329130,CE,Fortaleza,Nordeste
78556-862,78556862,CE,Sobral,Nordeste
89209-653,89209653,CE,Sobral,Nordeste
75389-386,75389386,CE,Sobral,Nordeste
13480-001,13480001,CE,Fortaleza,Nordeste
72236-007,72236007,CE,Fortaleza,Nordeste
04674-230,4674230,CE,Fortaleza,Nordeste
18090-602,18090602,CE,Fortaleza,Nordeste
30330-220,30330220,CE,Fortaleza,Nordeste
06826-180,6826180,CE,Fortaleza,Nordeste
06465-135,6465135,CE,Fortaleza,Nordeste
99360-000,99360000,CE,Fortaleza,Nordeste
83218-520,83218520,CE,Fortaleza,Nordeste
71919-180,71919180,CE,Fortaleza,Nordeste
35164-038,35164038,CE,Fortaleza,Nordeste
39472-000,39472000,CE,Sobral,Nordeste
30520-420,30520420,CE,Sobral,Nordeste
68550-000,68550000,CE,Fortaleza,Nordeste
13054-289,13054289,CE,Sobral,Nordeste
08421-100,8421100,CE,Sobral,Nordeste
56328-470,56328470,CE,Fortaleza,Nordeste
30610-270,30610270,CE,Fortaleza,Nordeste
12233-780,12233780,CE,Fortaleza,Nordeste
01314-000,1314000,CE,Fortaleza,Nordeste
85720-408,85720408,CE,Fortaleza,Nordeste
01209-010,1209010,CE,Fortaleza,Nordeste
71095-000,71095000,CE,Fortaleza,Nordeste
97190-000,97190000,CE,Fortaleza,Nordeste
88330-394,88330394,CE,Fortaleza,Nordeste
03192-100,3192100,CE,Sobral,Nordeste
04321-070,4321070,CE,Fortaleza,Nordeste
30410-620,30410620,CE,Fortaleza,Nordeste
13208-703,13208703,CE,Fortaleza,Nordeste
15010-080,15010080,CE,Fortaleza,Nordeste
82560-010,82560010,CE,Fortaleza,Nordeste
13940-000,13940000,CE,Sobral,Nordeste
14660-000,14660000,CE,Fortaleza,Nordeste
13186-584,13186584,CE,Fortaleza,Nordeste
04913-000,4913000,CE,Fortaleza,Nordeste
46430-000,46430000,CE,Sobral,Nordeste
25954-240,25954240,CE,Sobral,Nordeste
13482-367,13482367,CE,Fortaleza,Nordeste
05889-220,5889220,CE,Fortaleza,Nordeste
11740-000,11740000,CE,Fortaleza,Nordeste
09110-500,9110500,CE,Fortaleza,Nordeste
15650-000,15650000,CE,Fortaleza,Nordeste
13098-051,13098051,CE,Fortaleza,Nordeste
31275-130,31275130,CE,Fortaleza,Nordeste
07134-060,7134060,CE,Fortaleza,Nordeste
02765-000,2765000,CE,Fortaleza,Nordeste
09715-140,9715140,CE,Fortaleza,Nordeste
86990-000,86990000,CE,Sobral,Nordeste
32146-045,32146045,CE,Fortaleza,Nordeste
78050-267,78050267,CE,Fortaleza,Nordeste
12919-306,12919306,CE,Fortaleza,Nordeste
08220-830,8220830,CE,Fortaleza,Nordeste
71687-434,71687434,CE,Fortaleza,Nordeste
03804-070,3804070,CE,Fortaleza,Nordeste
11950-000,11950000,CE,Fortaleza,Nordeste
76450-000,76450000,CE,Fortaleza,Nordeste
72883-060,72883060,CE,Sobral,Nordeste
83320-610,83320610,CE,Fortaleza,Nordeste
15900-047,15900047,CE,Fortaleza,Nordeste
15930-000,15930000,CE,Fortaleza,Nordeste
29162-150,29162150,CE,Fortaleza,Nordeste
88101-250,88101250,CE,Sobral,Nordeste
08538-300,8538300,CE,Fortaleza,Nordeste
14406-307,14406307,CE,Fortaleza,Nordeste
05164-140,5164140,CE,Fortaleza,Nordeste
75133-690,75133690,CE,Fortaleza,Nordeste
06542-125,6542125,CE,Fortaleza,Nordeste
13212-631,13212631,CE,Fortaleza,Nordeste
60123-568,60123,CE,Fortaleza,Nordeste
13308-110,13308110,CE,Fortaleza,Nordeste
15370-238,15370238,CE,Fortaleza,Nordeste
03883-030,3883030,CE,Fortaleza,Nordeste
89216-110,89216110,CE,Fortaleza,Nordeste
01142-200,1142200,CE,Fortaleza,Nordeste
09290-640,9290640,CE,Fortaleza,Nordeste
11065-430,11065430,CE,Fortaleza,Nordeste
80520-280,80520280,CE,Fortaleza,Nordeste
06900-070,6900070,CE,Fortaleza,Nordeste
18105-300,18105300,CE,Fortaleza,Nordeste
41345-100,41345100,CE,Sobral,Nordeste
09121-410,9121410,CE,Fortaleza,Nordeste
17047-590,17047590,CE,Fortaleza,Nordeste
01259-040,1259040,CE,Sobral,Nordeste
22241-220,22241220,CE,Fortaleza,Nordeste
47740-000,47740000,CE,Fortaleza,Nordeste
33231-048,33231048,CE,Fortaleza,Nordeste
01216-011,1216011,CE,Fortaleza,Nordeste
78319-000,78319000,CE,Fortaleza,Nordeste
54450-020,54450020,CE,Fortaleza,Nordeste
